ID,Cuisine,Dish,Rating,Value
54,Indian,Pav Bhaji,5,6
100,Indian,Butter Naan,2,3
23,Fast Food,Veg Burger,3,29
32,Chinese,Noodles,0,20
74,Chaat,Raj Kachori,0,0
24,Mexican,Challupa,2,33
93,Fast Food,Veg Burger,0,29
10,Mexican,Challupa,4,33
18,Mexican,Burrito,2,32
48,Mexican,Tacos,3,35
99,Indian,Palak Paneer,1,7
25,Dessert,Rasgulla,2,26
9,Indian,Dal Makhani,4,4
94,Chaat,Aloo Tikki,2,2
15,Beverage,Strawberry Smoothie,4,22
100,Mexican,Challupa,0,33
57,American,Rice Bowl,3,21
27,Indian,Palak Paneer,5,7
81,Chaat,Raj Kachori,0,0
42,Dessert,Rasgulla,2,26
24,Mexican,Burrito,3,32
69,Chinese,Chilli Potato,2,18
60,Thai ,Tom Yam,4,16
48,Thai ,Tom Yam,3,16
93,Chaat,Aloo Tikki,2,2
58,Dessert,Cake,1,24
61,Dessert,Chocolate Ice-Cream,5,23
23,Mughlai,Mutton Biryani,5,14
23,Indian,Shahi Paneer,0,8
18,Mexican,Tacos,1,35
14,Dessert,Chocolate Ice-Cream,3,23
90,Chinese,Chowmein,3,19
4,Dessert,Rasgulla,5,26
55,Chinese,Chilli Potato,3,18
13,Dessert,Cake,0,24
14,South Indian,Idli Sambhar,3,9
11,Mexican,Quesadilla,5,34
38,Mexican,Burrito,1,32
74,Mughlai,Kebab,0,13
58,Chinese,Chowmein,3,19
18,Dessert,Cake,3,24
68,Indian,Pav Bhaji,4,6
23,Indian,Shahi Paneer,1,8
81,Chaat,Raj Kachori,4,0
99,Thai ,Thai Curry,0,15
89,Chinese,Chilli Paneer,1,17
65,South Indian,Sambhar Vada,4,10
61,Dessert,Cake,0,24
0,Dessert,Chocolate Ice-Cream,5,23
55,Chinese,Chilli Paneer,1,17
19,South Indian,Onion Uttappam,0,12
35,Chaat,Aloo Tikki,2,2
55,Chinese,Chilli Potato,0,18
32,Mughlai,Mutton Biryani,1,14
7,Dessert,Cake,2,24
97,American,Rice Bowl,3,21
90,Beverage,Strawberry Smoothie,2,22
94,Fast Food,Vada Pav,5,27
7,Chinese,Chowmein,5,19
64,Dessert,Rasgulla,5,26
84,Chinese,Chilli Paneer,5,17
20,South Indian,Masala Dosa,0,11
76,South Indian,Idli Sambhar,3,9
90,Chaat,GolGappe,5,1
58,Chinese,Chowmein,4,19
83,Mexican,Challupa,2,33
14,Chinese,Chilli Potato,4,18
14,Fast Food,Veg Burger,4,29
6,Chinese,Chowmein,2,19
94,Chinese,Chowmein,0,19
15,Mughlai,Mutton Biryani,5,14
52,Mexican,Tacos,0,35
52,Indian,Palak Paneer,1,7
16,Indian,Palak Paneer,3,7
83,South Indian,Sambhar Vada,4,10
23,Chinese,Chilli Potato,4,18
68,Mexican,Tacos,1,35
19,South Indian,Masala Dosa,1,11
82,Mexican,Tacos,0,35
54,South Indian,Onion Uttappam,3,12
75,Mughlai,Kebab,5,13
28,South Indian,Sambhar Vada,4,10
27,Italian,Pizza,3,31
2,Mexican,Burrito,4,32
86,Thai ,Tom Yam,3,16
43,Italian,Pizza,2,31
57,Mexican,Burrito,4,32
64,Chaat,GolGappe,3,1
54,Dessert,Chocolate Ice-Cream,4,23
7,Chinese,Noodles,4,20
90,Indian,Chole Bhature,3,5
49,Beverage,Strawberry Smoothie,4,22
20,Chinese,Chowmein,1,19
15,Fast Food,Veg Burger,5,29
98,Fast Food,Veg Burger,5,29
89,South Indian,Idli Sambhar,0,9
73,Mughlai,Kebab,5,13
59,Chaat,Aloo Tikki,4,2
98,Mexican,Challupa,1,33
62,South Indian,Onion Uttappam,0,12
45,Mughlai,Kebab,4,13
97,Chinese,Chilli Potato,5,18
91,American,Rice Bowl,0,21
97,Thai ,Tom Yam,2,16
83,Indian,Chole Bhature,1,5
2,Chaat,Raj Kachori,4,0
87,Mughlai,Kebab,2,13
46,Chaat,Aloo Tikki,1,2
78,Fast Food,Subway,1,28
60,Indian,Pav Bhaji,3,6
4,Mughlai,Kebab,1,13
28,Beverage,Strawberry Smoothie,2,22
2,Mughlai,Kebab,5,13
75,South Indian,Sambhar Vada,2,10
45,Italian,Pasta,1,30
16,Indian,Shahi Paneer,5,8
36,Chinese,Noodles,2,20
81,Mughlai,Mutton Biryani,4,14
35,Fast Food,Subway,0,28
42,Fast Food,Subway,2,28
94,Dessert,Chocolate Ice-Cream,0,23
21,Chinese,Noodles,0,20
45,Mughlai,Mutton Biryani,0,14
49,Thai ,Thai Curry,3,15
42,Beverage,Strawberry Smoothie,1,22
37,Chaat,Aloo Tikki,5,2
78,Indian,Butter Naan,2,3
61,South Indian,Masala Dosa,5,11
44,Italian,Pizza,5,31
99,South Indian,Idli Sambhar,5,9
20,Dessert,Rasgulla,3,26
3,Fast Food,Veg Burger,5,29
7,Chinese,Chowmein,2,19
59,Chinese,Chilli Potato,2,18
20,Dessert,Gulab Jamun,5,25
14,American,Rice Bowl,2,21
40,Thai ,Tom Yam,1,16
18,Chaat,GolGappe,4,1
80,Chinese,Noodles,4,20
41,Dessert,Gulab Jamun,2,25
56,Mexican,Tacos,3,35
3,Mughlai,Mutton Biryani,0,14
76,Chinese,Chowmein,2,19
86,South Indian,Sambhar Vada,2,10
2,South Indian,Idli Sambhar,2,9
31,Chinese,Noodles,0,20
88,American,Rice Bowl,1,21
5,Indian,Pav Bhaji,0,6
58,Dessert,Gulab Jamun,3,25
34,Chaat,Aloo Tikki,1,2
70,Chaat,GolGappe,4,1
64,Indian,Pav Bhaji,5,6
75,Thai ,Thai Curry,0,15
94,South Indian,Masala Dosa,2,11
67,South Indian,Sambhar Vada,2,10
100,Chinese,Chowmein,3,19
51,Dessert,Gulab Jamun,3,25
29,Indian,Dal Makhani,4,4
74,Thai ,Thai Curry,3,15
67,South Indian,Onion Uttappam,5,12
45,South Indian,Sambhar Vada,4,10
70,Chinese,Chilli Potato,2,18
18,Thai ,Tom Yam,0,16
54,Italian,Pasta,1,30
65,Indian,Chole Bhature,4,5
27,Chaat,GolGappe,2,1
33,Thai ,Thai Curry,5,15
78,Mughlai,Kebab,4,13
25,Indian,Pav Bhaji,4,6
84,Indian,Shahi Paneer,3,8
57,Chaat,Raj Kachori,2,0
49,Indian,Butter Naan,4,3
45,Chaat,Aloo Tikki,3,2
43,Mexican,Challupa,5,33
14,Beverage,Strawberry Smoothie,0,22
95,Mexican,Quesadilla,0,34
44,Dessert,Cake,3,24
23,Chaat,Raj Kachori,4,0
15,Indian,Pav Bhaji,3,6
78,Mexican,Burrito,0,32
86,Mexican,Burrito,5,32
35,Chinese,Chowmein,5,19
88,Thai ,Thai Curry,2,15
95,Fast Food,Subway,0,28
35,Mughlai,Kebab,4,13
19,Fast Food,Vada Pav,5,27
23,Mughlai,Mutton Biryani,5,14
60,South Indian,Masala Dosa,5,11
2,Indian,Butter Naan,1,3
32,Mexican,Challupa,0,33
6,Indian,Shahi Paneer,5,8
16,Fast Food,Subway,2,28
74,Indian,Dal Makhani,4,4
10,South Indian,Onion Uttappam,4,12
19,Fast Food,Veg Burger,0,29
23,Chaat,Raj Kachori,0,0
42,Chinese,Noodles,1,20
22,Mexican,Tacos,1,35
83,Chinese,Noodles,3,20
55,Mexican,Burrito,1,32
31,Italian,Pasta,2,30
82,Indian,Butter Naan,4,3
33,American,Rice Bowl,4,21
53,Thai ,Tom Yam,4,16
37,Chinese,Noodles,4,20
96,Beverage,Strawberry Smoothie,5,22
53,American,Rice Bowl,1,21
82,Italian,Pasta,4,30
13,South Indian,Masala Dosa,0,11
24,Chaat,Aloo Tikki,5,2
20,Chinese,Chilli Paneer,5,17
76,Indian,Butter Naan,3,3
46,Dessert,Chocolate Ice-Cream,2,23
19,Mexican,Quesadilla,1,34
24,Thai ,Tom Yam,1,16
73,Mexican,Quesadilla,5,34
2,Mexican,Burrito,5,32
39,American,Rice Bowl,3,21
18,Mughlai,Mutton Biryani,1,14
64,Chinese,Chilli Paneer,0,17
96,Indian,Chole Bhature,2,5
86,Mexican,Burrito,3,32
16,Indian,Pav Bhaji,5,6
11,Mughlai,Kebab,4,13
74,Mexican,Quesadilla,2,34
91,Chinese,Chowmein,5,19
17,Italian,Pasta,4,30
48,Chinese,Chilli Paneer,1,17
2,Chinese,Chilli Potato,3,18
25,Indian,Butter Naan,2,3
26,Thai ,Tom Yam,4,16
11,South Indian,Onion Uttappam,1,12
25,Italian,Pizza,5,31
62,Beverage,Strawberry Smoothie,3,22
28,Italian,Pasta,5,30
30,Chinese,Noodles,4,20
37,Indian,Shahi Paneer,2,8
8,Chinese,Chilli Paneer,0,17
43,Dessert,Cake,4,24
86,Italian,Pasta,3,30
13,Thai ,Tom Yam,4,16
29,Fast Food,Veg Burger,1,29
57,Chinese,Chilli Potato,1,18
45,Chinese,Chowmein,5,19
23,Mughlai,Mutton Biryani,0,14
56,Mexican,Tacos,0,35
92,Fast Food,Vada Pav,1,27
36,Indian,Pav Bhaji,1,6
9,South Indian,Sambhar Vada,0,10
55,Fast Food,Subway,5,28
31,Fast Food,Subway,4,28
93,Chinese,Chilli Potato,2,18
77,South Indian,Sambhar Vada,3,10
47,Mexican,Challupa,3,33
52,Chinese,Chilli Paneer,4,17
19,Fast Food,Subway,2,28
76,Chinese,Chilli Potato,0,18
63,Chinese,Chowmein,2,19
15,Indian,Dal Makhani,3,4
35,Dessert,Rasgulla,0,26
34,Indian,Dal Makhani,1,4
68,Indian,Shahi Paneer,2,8
1,Indian,Pav Bhaji,1,6
72,Chaat,Aloo Tikki,3,2
60,Chaat,Raj Kachori,1,0
32,Mughlai,Kebab,3,13
41,Mexican,Tacos,3,35
43,Mexican,Challupa,5,33
82,Mexican,Quesadilla,5,34
72,South Indian,Sambhar Vada,2,10
80,Italian,Pasta,3,30
53,Chinese,Chowmein,5,19
64,American,Rice Bowl,2,21
47,Fast Food,Veg Burger,0,29
48,Mughlai,Mutton Biryani,1,14
64,Thai ,Thai Curry,2,15
7,South Indian,Masala Dosa,4,11
65,Chinese,Chowmein,0,19
41,Fast Food,Veg Burger,4,29
12,Indian,Pav Bhaji,5,6
2,Fast Food,Subway,1,28
26,Mexican,Challupa,2,33
68,Mughlai,Kebab,0,13
71,South Indian,Onion Uttappam,1,12
29,Chinese,Noodles,5,20
20,Beverage,Strawberry Smoothie,0,22
64,Thai ,Thai Curry,5,15
75,South Indian,Masala Dosa,2,11
86,South Indian,Masala Dosa,2,11
34,South Indian,Sambhar Vada,5,10
21,Chaat,GolGappe,2,1
54,Mexican,Burrito,3,32
77,Indian,Shahi Paneer,0,8
33,Mexican,Quesadilla,3,34
84,South Indian,Idli Sambhar,2,9
71,South Indian,Idli Sambhar,0,9
70,Mughlai,Mutton Biryani,3,14
26,Chaat,Aloo Tikki,5,2
21,Thai ,Thai Curry,3,15
97,Dessert,Gulab Jamun,3,25
19,Indian,Butter Naan,3,3
81,Italian,Pasta,5,30
20,Beverage,Strawberry Smoothie,3,22
67,American,Rice Bowl,4,21
95,Thai ,Tom Yam,5,16
15,Indian,Chole Bhature,3,5
87,Italian,Pizza,4,31
63,Chinese,Chilli Potato,5,18
55,South Indian,Onion Uttappam,1,12
63,Mughlai,Kebab,1,13
21,Mexican,Burrito,2,32
13,Dessert,Chocolate Ice-Cream,5,23
90,Italian,Pizza,1,31
6,Fast Food,Vada Pav,3,27
69,Indian,Butter Naan,5,3
10,South Indian,Idli Sambhar,0,9
53,Chaat,Aloo Tikki,0,2
22,Chinese,Noodles,4,20
16,Dessert,Rasgulla,5,26
42,Chaat,GolGappe,5,1
55,American,Rice Bowl,3,21
23,Indian,Dal Makhani,5,4
1,South Indian,Onion Uttappam,4,12
39,Chaat,Raj Kachori,4,0
28,South Indian,Onion Uttappam,4,12
12,Beverage,Strawberry Smoothie,3,22
47,Mexican,Challupa,5,33
84,South Indian,Idli Sambhar,4,9
53,Mexican,Quesadilla,3,34
60,Chinese,Noodles,5,20
5,South Indian,Masala Dosa,4,11
4,Dessert,Gulab Jamun,4,25
17,Indian,Palak Paneer,1,7
97,Indian,Butter Naan,0,3
1,Indian,Shahi Paneer,4,8
35,Beverage,Strawberry Smoothie,0,22
3,Beverage,Strawberry Smoothie,4,22
39,Mughlai,Mutton Biryani,0,14
20,Mexican,Quesadilla,0,34
6,Dessert,Gulab Jamun,2,25
73,Mexican,Burrito,1,32
8,Chinese,Chilli Potato,4,18
34,Mexican,Quesadilla,1,34
43,Italian,Pizza,1,31
18,Dessert,Gulab Jamun,4,25
97,Beverage,Strawberry Smoothie,1,22
8,Chaat,GolGappe,1,1
64,Indian,Palak Paneer,3,7
64,Mexican,Challupa,2,33
89,South Indian,Sambhar Vada,2,10
30,Mexican,Burrito,1,32
63,South Indian,Masala Dosa,2,11
57,Chaat,Aloo Tikki,5,2
74,Mughlai,Kebab,3,13
22,Fast Food,Vada Pav,4,27
11,Dessert,Gulab Jamun,0,25
96,Dessert,Rasgulla,1,26
56,Mexican,Challupa,1,33
100,Indian,Butter Naan,5,3
39,Fast Food,Subway,0,28
46,Indian,Butter Naan,3,3
33,Chinese,Chilli Potato,3,18
93,Mexican,Burrito,4,32
30,Chaat,GolGappe,4,1
71,Indian,Shahi Paneer,2,8
70,Mexican,Quesadilla,4,34
76,Mexican,Tacos,0,35
54,Chaat,Aloo Tikki,2,2
59,Chaat,GolGappe,3,1
35,South Indian,Sambhar Vada,5,10
74,Indian,Palak Paneer,0,7
80,Thai ,Tom Yam,1,16
77,Mughlai,Kebab,4,13
38,Indian,Chole Bhature,4,5
98,South Indian,Idli Sambhar,1,9
85,Indian,Pav Bhaji,4,6
16,Fast Food,Veg Burger,3,29
25,Chaat,Aloo Tikki,3,2
73,Chaat,GolGappe,0,1
50,Mexican,Burrito,5,32
60,Chinese,Chowmein,5,19
30,Chinese,Chowmein,4,19
15,Dessert,Gulab Jamun,4,25
19,Indian,Pav Bhaji,4,6
6,Chaat,GolGappe,2,1
30,Mexican,Quesadilla,0,34
48,Fast Food,Subway,5,28
87,Chaat,Aloo Tikki,4,2
75,Dessert,Rasgulla,0,26
32,Mughlai,Kebab,2,13
40,Mexican,Tacos,1,35
63,Indian,Shahi Paneer,0,8
1,South Indian,Onion Uttappam,4,12
64,Chaat,Aloo Tikki,0,2
72,Indian,Shahi Paneer,1,8
41,Fast Food,Subway,5,28
95,Chinese,Chowmein,0,19
74,American,Rice Bowl,0,21
10,South Indian,Onion Uttappam,1,12
79,Chinese,Chilli Potato,4,18
10,Chinese,Chowmein,1,19
87,South Indian,Idli Sambhar,1,9
86,Indian,Dal Makhani,2,4
43,Chinese,Chowmein,5,19
95,Dessert,Cake,3,24
100,Chinese,Chilli Paneer,4,17
31,Dessert,Cake,2,24
16,Italian,Pasta,0,30
50,Indian,Palak Paneer,1,7
60,Dessert,Chocolate Ice-Cream,2,23
93,Italian,Pasta,1,30
49,Indian,Pav Bhaji,0,6
4,Italian,Pasta,2,30
13,Dessert,Gulab Jamun,4,25
32,South Indian,Masala Dosa,2,11
69,Indian,Pav Bhaji,1,6
74,South Indian,Idli Sambhar,0,9
93,Mexican,Tacos,5,35
40,Chinese,Chilli Potato,4,18
40,Beverage,Strawberry Smoothie,3,22
3,Indian,Chole Bhature,1,5
2,Mexican,Tacos,5,35
77,Italian,Pasta,3,30
48,Dessert,Chocolate Ice-Cream,0,23
62,Fast Food,Subway,0,28
62,Chinese,Chowmein,5,19
86,Dessert,Gulab Jamun,5,25
9,Mexican,Tacos,0,35
5,Chaat,GolGappe,1,1
32,South Indian,Sambhar Vada,5,10
50,Mexican,Burrito,0,32
37,Mexican,Challupa,0,33
73,South Indian,Sambhar Vada,4,10
76,Chinese,Noodles,2,20
48,Dessert,Cake,4,24
22,Dessert,Cake,3,24
64,Thai ,Thai Curry,3,15
49,Indian,Pav Bhaji,0,6
90,South Indian,Idli Sambhar,3,9
47,Dessert,Rasgulla,4,26
9,Chinese,Chowmein,5,19
18,Mexican,Challupa,1,33
50,Indian,Chole Bhature,0,5
6,South Indian,Masala Dosa,1,11
95,Mexican,Quesadilla,5,34
1,Italian,Pizza,5,31
33,Italian,Pasta,1,30
3,Mexican,Burrito,1,32
70,Chinese,Chilli Potato,5,18
89,Indian,Butter Naan,1,3
62,Indian,Chole Bhature,0,5
35,Dessert,Rasgulla,2,26
65,Indian,Palak Paneer,2,7
79,Dessert,Cake,5,24
89,Chinese,Chowmein,5,19
90,Chinese,Noodles,3,20
13,Mexican,Challupa,0,33
41,Indian,Pav Bhaji,0,6
95,Chinese,Noodles,2,20
32,Italian,Pizza,3,31
59,Indian,Chole Bhature,0,5
50,Dessert,Cake,4,24
94,South Indian,Masala Dosa,4,11
16,South Indian,Sambhar Vada,1,10
97,Indian,Palak Paneer,5,7
72,Dessert,Cake,0,24
18,Chaat,Aloo Tikki,1,2
38,Fast Food,Vada Pav,2,27
70,Dessert,Gulab Jamun,5,25
74,Mexican,Tacos,0,35
91,Thai ,Tom Yam,2,16
69,South Indian,Sambhar Vada,1,10
4,Indian,Shahi Paneer,0,8
80,Chaat,Raj Kachori,4,0
8,Chinese,Noodles,1,20
27,Dessert,Chocolate Ice-Cream,1,23
92,Italian,Pizza,4,31
12,Thai ,Thai Curry,4,15
100,Mexican,Quesadilla,0,34
8,Indian,Butter Naan,3,3
45,South Indian,Idli Sambhar,4,9
83,Indian,Butter Naan,1,3
23,Italian,Pasta,1,30
64,Dessert,Cake,1,24
29,South Indian,Idli Sambhar,1,9
77,South Indian,Masala Dosa,3,11
25,Thai ,Thai Curry,1,15
21,American,Rice Bowl,5,21
86,Thai ,Thai Curry,4,15
41,Indian,Dal Makhani,1,4
12,South Indian,Sambhar Vada,2,10
60,Chinese,Chilli Potato,3,18
38,Mexican,Tacos,1,35
23,Indian,Shahi Paneer,5,8
8,Chaat,GolGappe,4,1
10,Dessert,Chocolate Ice-Cream,2,23
69,Chinese,Noodles,4,20
68,Indian,Palak Paneer,4,7
17,Mexican,Quesadilla,3,34
61,Chaat,Aloo Tikki,2,2
41,Dessert,Cake,5,24
17,Chinese,Chilli Potato,1,18
88,Chinese,Chilli Potato,3,18
43,Thai ,Tom Yam,2,16
52,Mexican,Tacos,5,35
16,Chaat,Raj Kachori,3,0
88,Mughlai,Mutton Biryani,3,14
54,Mexican,Quesadilla,1,34
31,Dessert,Chocolate Ice-Cream,3,23
64,Mughlai,Mutton Biryani,1,14
28,Chinese,Noodles,5,20
100,Chaat,GolGappe,0,1
88,Mexican,Challupa,4,33
72,Mexican,Burrito,2,32
49,Indian,Pav Bhaji,4,6
11,Chinese,Noodles,2,20
6,American,Rice Bowl,2,21
32,Beverage,Strawberry Smoothie,1,22
62,Dessert,Chocolate Ice-Cream,4,23
53,American,Rice Bowl,4,21
65,Mexican,Burrito,2,32
81,Dessert,Rasgulla,0,26
45,South Indian,Idli Sambhar,3,9
23,Indian,Shahi Paneer,3,8
41,Dessert,Rasgulla,1,26
76,Indian,Butter Naan,4,3
10,Dessert,Chocolate Ice-Cream,4,23
14,Dessert,Chocolate Ice-Cream,4,23
43,Thai ,Thai Curry,4,15
97,Beverage,Strawberry Smoothie,0,22
65,South Indian,Sambhar Vada,1,10
28,Chaat,Aloo Tikki,1,2
74,Indian,Shahi Paneer,3,8
67,Mexican,Quesadilla,5,34
64,Indian,Butter Naan,3,3
5,Beverage,Strawberry Smoothie,3,22
26,Indian,Chole Bhature,4,5
14,Dessert,Chocolate Ice-Cream,2,23
74,Chinese,Noodles,2,20
3,Chinese,Chowmein,1,19
84,Thai ,Tom Yam,4,16
73,Chaat,Aloo Tikki,0,2
3,Thai ,Tom Yam,4,16
33,Thai ,Tom Yam,1,16
60,Fast Food,Subway,1,28
44,Fast Food,Vada Pav,4,27
54,Thai ,Tom Yam,3,16
93,Dessert,Gulab Jamun,3,25
66,South Indian,Masala Dosa,1,11
13,Italian,Pasta,0,30
86,South Indian,Sambhar Vada,1,10
51,Dessert,Rasgulla,0,26
16,Mexican,Tacos,3,35
79,Mexican,Challupa,0,33
24,Chaat,Raj Kachori,0,0
47,Dessert,Rasgulla,5,26
15,Thai ,Tom Yam,2,16
92,Chinese,Noodles,4,20
70,Italian,Pizza,1,31
23,Mughlai,Mutton Biryani,5,14
56,Thai ,Thai Curry,0,15
40,South Indian,Onion Uttappam,4,12
4,Dessert,Chocolate Ice-Cream,3,23
16,Beverage,Strawberry Smoothie,0,22
39,Indian,Shahi Paneer,3,8
59,Mexican,Challupa,2,33
49,South Indian,Masala Dosa,2,11
59,Dessert,Cake,2,24
15,Indian,Dal Makhani,4,4
21,South Indian,Masala Dosa,3,11
85,South Indian,Onion Uttappam,1,12
67,Mexican,Tacos,3,35
1,Beverage,Strawberry Smoothie,4,22
3,Indian,Butter Naan,4,3
59,South Indian,Idli Sambhar,0,9
70,Indian,Dal Makhani,2,4
26,Thai ,Thai Curry,5,15
77,Chinese,Noodles,2,20
78,South Indian,Sambhar Vada,5,10
0,Dessert,Gulab Jamun,0,25
40,Italian,Pasta,1,30
90,South Indian,Sambhar Vada,1,10
2,Italian,Pizza,1,31
80,Chaat,Aloo Tikki,3,2
99,Mexican,Challupa,0,33
59,Thai ,Thai Curry,3,15
36,Fast Food,Subway,2,28
86,American,Rice Bowl,5,21
20,Thai ,Tom Yam,1,16
32,South Indian,Masala Dosa,3,11
66,South Indian,Onion Uttappam,4,12
26,Indian,Shahi Paneer,1,8
10,Mughlai,Mutton Biryani,5,14
88,Fast Food,Subway,3,28
21,Mexican,Tacos,2,35
61,Mexican,Challupa,1,33
75,Chaat,Aloo Tikki,2,2
0,Chaat,Raj Kachori,5,0
54,Dessert,Chocolate Ice-Cream,5,23
48,Italian,Pizza,4,31
65,Indian,Palak Paneer,4,7
77,American,Rice Bowl,2,21
81,Dessert,Chocolate Ice-Cream,4,23
89,South Indian,Onion Uttappam,4,12
77,Dessert,Cake,0,24
30,Mexican,Burrito,3,32
42,Chinese,Chowmein,5,19
97,Fast Food,Vada Pav,0,27
28,Indian,Shahi Paneer,2,8
64,South Indian,Sambhar Vada,4,10
74,Mughlai,Kebab,5,13
90,Mughlai,Kebab,1,13
91,Chinese,Chilli Potato,0,18
73,Fast Food,Subway,2,28
31,Fast Food,Veg Burger,5,29
59,Fast Food,Veg Burger,2,29
1,Mexican,Quesadilla,5,34
72,American,Rice Bowl,3,21
71,Thai ,Tom Yam,2,16
90,Dessert,Rasgulla,0,26
26,South Indian,Onion Uttappam,4,12
79,Dessert,Rasgulla,1,26
100,Mexican,Tacos,3,35
78,Mexican,Challupa,1,33
100,Mexican,Quesadilla,4,34
10,American,Rice Bowl,2,21
59,Mexican,Tacos,1,35
80,Indian,Dal Makhani,0,4
88,Mughlai,Kebab,2,13
69,Chinese,Chilli Paneer,0,17
43,Italian,Pasta,3,30
33,Chaat,Aloo Tikki,0,2
93,Dessert,Gulab Jamun,4,25
38,Indian,Butter Naan,0,3
35,Italian,Pizza,0,31
95,American,Rice Bowl,1,21
35,Dessert,Cake,0,24
4,Thai ,Tom Yam,1,16
69,Thai ,Thai Curry,1,15
16,Indian,Dal Makhani,0,4
48,Chinese,Noodles,0,20
4,Dessert,Chocolate Ice-Cream,5,23
89,South Indian,Idli Sambhar,0,9
4,Chinese,Chilli Paneer,0,17
74,Chinese,Chilli Paneer,2,17
45,Indian,Butter Naan,1,3
28,South Indian,Masala Dosa,1,11
38,Chaat,GolGappe,0,1
59,Indian,Palak Paneer,0,7
66,Chinese,Chilli Paneer,0,17
6,Indian,Pav Bhaji,2,6
35,Chaat,Aloo Tikki,1,2
69,Thai ,Tom Yam,1,16
9,Dessert,Chocolate Ice-Cream,0,23
79,Indian,Butter Naan,5,3
18,Mexican,Challupa,3,33
56,Dessert,Cake,3,24
47,Mexican,Quesadilla,2,34
35,Chaat,Raj Kachori,1,0
46,Indian,Butter Naan,3,3
51,Indian,Pav Bhaji,2,6
38,Chinese,Chowmein,3,19
73,Dessert,Cake,0,24
58,South Indian,Onion Uttappam,2,12
3,Indian,Chole Bhature,5,5
34,Italian,Pizza,1,31
77,Mughlai,Mutton Biryani,0,14
1,Italian,Pizza,3,31
63,Mughlai,Mutton Biryani,2,14
70,Italian,Pizza,0,31
3,Indian,Pav Bhaji,5,6
1,South Indian,Masala Dosa,5,11
94,Indian,Chole Bhature,5,5
74,Mexican,Challupa,5,33
39,Indian,Chole Bhature,3,5
17,Thai ,Tom Yam,2,16
72,Fast Food,Vada Pav,5,27
63,Italian,Pizza,4,31
92,Indian,Pav Bhaji,2,6
72,American,Rice Bowl,0,21
7,South Indian,Idli Sambhar,5,9
45,South Indian,Masala Dosa,2,11
74,Dessert,Cake,3,24
0,Italian,Pizza,5,31
1,Thai ,Tom Yam,2,16
50,Indian,Chole Bhature,2,5
78,Dessert,Gulab Jamun,4,25
6,Dessert,Rasgulla,3,26
73,Mughlai,Kebab,0,13
10,Italian,Pasta,0,30
19,Fast Food,Vada Pav,5,27
16,Mughlai,Kebab,1,13
5,Chaat,Raj Kachori,3,0
17,Dessert,Rasgulla,4,26
99,Chinese,Noodles,5,20
77,Mughlai,Kebab,5,13
67,Chaat,Aloo Tikki,0,2
9,Italian,Pasta,5,30
12,South Indian,Sambhar Vada,4,10
27,South Indian,Masala Dosa,0,11
0,Mexican,Tacos,4,35
68,Thai ,Tom Yam,2,16
83,Italian,Pizza,5,31
12,Mexican,Challupa,4,33
12,Italian,Pizza,0,31
36,Italian,Pasta,5,30
95,Indian,Palak Paneer,4,7
13,Indian,Butter Naan,1,3
79,Mughlai,Kebab,1,13
30,Dessert,Gulab Jamun,1,25
25,Chinese,Noodles,5,20
96,Mexican,Tacos,5,35
63,Mexican,Burrito,2,32
7,American,Rice Bowl,1,21
76,South Indian,Sambhar Vada,5,10
93,South Indian,Masala Dosa,1,11
30,Chinese,Noodles,5,20
43,Thai ,Thai Curry,0,15
6,Mughlai,Mutton Biryani,3,14
95,Dessert,Chocolate Ice-Cream,0,23
98,Chinese,Chilli Potato,0,18
68,Italian,Pizza,4,31
80,Fast Food,Subway,4,28
3,Indian,Shahi Paneer,4,8
23,Thai ,Tom Yam,2,16
54,Mughlai,Kebab,3,13
33,Mexican,Challupa,3,33
17,Mexican,Quesadilla,0,34
48,Chinese,Chilli Potato,5,18
78,Mexican,Quesadilla,1,34
100,Chaat,Raj Kachori,2,0
59,Dessert,Gulab Jamun,4,25
36,Mexican,Tacos,0,35
42,Chaat,Raj Kachori,5,0
82,Fast Food,Subway,1,28
16,Mexican,Quesadilla,5,34
58,Chinese,Chilli Potato,3,18
40,Indian,Chole Bhature,0,5
88,South Indian,Masala Dosa,4,11
100,Fast Food,Veg Burger,5,29
98,Chinese,Chilli Potato,3,18
74,Dessert,Cake,2,24
92,Chinese,Noodles,1,20
63,Chaat,Aloo Tikki,5,2
93,Fast Food,Veg Burger,4,29
97,South Indian,Sambhar Vada,4,10
62,Mughlai,Kebab,1,13
57,Indian,Chole Bhature,3,5
79,Italian,Pizza,1,31
28,Dessert,Gulab Jamun,5,25
94,Chinese,Noodles,0,20
82,South Indian,Masala Dosa,1,11
18,Chaat,GolGappe,4,1
21,Italian,Pizza,5,31
5,South Indian,Idli Sambhar,0,9
92,South Indian,Onion Uttappam,4,12
82,Fast Food,Vada Pav,1,27
63,Indian,Butter Naan,2,3
25,South Indian,Onion Uttappam,4,12
81,Dessert,Cake,2,24
22,Italian,Pasta,2,30
24,South Indian,Masala Dosa,2,11
41,Chinese,Chilli Paneer,5,17
32,Indian,Chole Bhature,5,5
68,Dessert,Chocolate Ice-Cream,2,23
43,Chinese,Chilli Potato,2,18
37,Indian,Chole Bhature,1,5
11,South Indian,Idli Sambhar,0,9
60,Dessert,Cake,4,24
32,Chaat,Aloo Tikki,3,2
17,Mughlai,Kebab,5,13
43,Italian,Pasta,5,30
